,Active Players (66),Pos.,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
1,Larry Fitzgerald ,WR,11000000.0,2500000.0,0.0,2350000.0,0.0,0.0,1000000.0,15850000.0,16850000.0,10.16
2,Chandler Jones ,OLB,12500000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,36000000.0,15500000.0,9.34
3,Patrick Peterson ,CB,11000000.0,3072377.0,0.0,0.0,250000.0,634588.0,0.0,4976141.0,14956965.0,9.01
4,Sam Bradford ,QB,5000000.0,5000000.0,625000.0,0.0,0.0,0.0,0.0,10000000.0,10625000.0,6.40
5,Deone Bucannon ,ILB,8718000.0,0.0,0.0,0.0,0.0,0.0,0.0,8718000.0,8718000.0,5.25
6,Jermaine Gresham ,TE,5250000.0,1750000.0,218750.0,0.0,0.0,0.0,0.0,12750000.0,7218750.0,4.35
7,Mike Iupati ,G,5000000.0,1200000.0,0.0,0.0,0.0,500000.0,0.0,8400000.0,6700000.0,4.04
8,Antoine Bethea ,SS,3000000.0,666666.0,234375.0,0.0,0.0,500000.0,250000.0,2333334.0,4651041.0,2.80
9,Phil Dawson ,K,2500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,500000.0,3500000.0,2.11
10,Justin Pugh ,G,1000000.0,2000000.0,250000.0,0.0,250000.0,0.0,0.0,22000000.0,3500000.0,2.11
11,Haason Reddick ,ILB,1077635.0,1985539.0,0.0,0.0,0.0,0.0,0.0,5956618.0,3063174.0,1.85
12,D.J. Humphries ,LT,1450288.0,1185384.0,0.0,0.0,200000.0,0.0,0.0,1185384.0,2835672.0,1.71
13,Andre Smith ,G,915000.0,1292500.0,468750.0,0.0,0.0,0.0,0.0,3500000.0,2676250.0,1.61
14,Corey Peters ,DT,1250000.0,687500.0,609375.0,0.0,0.0,0.0,0.0,3312500.0,2546875.0,1.53
15,A.Q. Shipley ,C,1500000.0,362500.0,250000.0,0.0,0.0,0.0,250000.0,362500.0,2362500.0,1.42
16,Andy Lee ,P,1000000.0,362500.0,1000000.0,0.0,0.0,0.0,0.0,1362500.0,2362500.0,1.42
17,Robert Nkemdiche ,DE,1231873.0,1113745.0,0.0,0.0,0.0,0.0,0.0,4582173.0,2345618.0,1.41
18,David Johnson ,RB,1882500.0,159844.0,0.0,0.0,24500.0,0.0,0.0,159844.0,2066844.0,1.25
19,Mike Glennon ,QB,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,2000000.0,1.21
20,J.J. Nelson ,WR,1907000.0,52450.0,0.0,0.0,0.0,0.0,0.0,52450.0,1959450.0,1.18
21,Budda Baker ,SS,775455.0,776819.0,0.0,0.0,0.0,0.0,0.0,3105913.0,1552274.0,0.94
22,Josh Bynes ,OLB,790000.0,333333.0,161875.0,0.0,0.0,0.0,0.0,1250000.0,1285208.0,0.77
23,Markus Golden ,OLB,969318.0,277424.0,0.0,0.0,0.0,0.0,0.0,277424.0,1246742.0,0.75
24,Aaron Brewer ,LS,790000.0,68750.0,25000.0,0.0,0.0,0.0,0.0,620000.0,883750.0,0.53
25,Rodney Gunter ,DT,705000.0,127480.0,0.0,0.0,0.0,0.0,0.0,127480.0,832480.0,0.50
26,Brandon Williams ,CB,656000.0,168173.0,0.0,0.0,0.0,0.0,0.0,336349.0,824173.0,0.50
27,Chad Williams ,WR,581500.0,176572.0,0.0,0.0,0.0,0.0,0.0,0.0,758072.0,0.46
28,Evan Boehm ,G,630000.0,126620.0,0.0,0.0,0.0,0.0,0.0,253243.0,756620.0,0.46
29,Vinston Painter ,RT,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.42
30,Bene Benwikere ,CB,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
31,Josh Allen ,C,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
32,Jeremy Cash ,OLB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
33,D.J. Foster ,WR,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
34,C.J. Goodwin ,S,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
35,Cobi Hamilton ,WR,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
36,Bronson Hill ,RB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
37,Gabe Holmes ,TE,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
38,Gabe Martin ,ILB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
39,Olsen Pierre ,DT,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
40,Edmond Robinson ,OLB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
41,Rashad Ross ,WR,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
42,Max Tuerk ,C,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
43,John Wetzel ,RT,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
44,Scooby Wright ,ILB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.38
45,Will Holden ,T,555000.0,67032.0,0.0,0.0,0.0,0.0,0.0,0.0,622032.0,0.37
46,Johnathan Ford ,S,555000.0,35045.0,0.0,0.0,0.0,0.0,0.0,105136.0,590045.0,0.36
47,Carlton Agudosi ,WR,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.33
48,Bryson Albright ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.33
49,Vontarrius Dora ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.33
50,Harlan Miller ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.33
51,Elijhaa Penny ,RB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.33
52,Ricky Seals-Jones ,TE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.33
53,Louis Young ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.33
54,T.J. Logan ,RB,480000.0,50484.0,0.0,0.0,0.0,0.0,0.0,151453.0,530484.0,0.32
55,Peli Anau ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
56,Jarell Carter ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
57,Moubarak Djeri ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
58,Brandon Doughty ,QB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
59,Praise Martin-Oguike ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
60,Jonathan Moxey ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
61,Daniel Munyer ,C,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
62,Pasoni Tasini ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
63,Alex Torgersen ,QB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
64,Darius Victor ,RB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
65,Drew Williams ,LS,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.29
66,Brice Butler ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
68,Matt Ryan ,QB,19250000.0,0.0,0.0,2400000.0,0.0,0.0,0.0,2400000.0,21650000.0,12.19
69,Julio Jones ,WR,10500000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,4800000.0,12900000.0,7.26
70,Desmond Trufant ,CB,8500000.0,3000000.0,0.0,1400000.0,0.0,0.0,0.0,23250000.0,12900000.0,7.26
71,Jake Matthews ,LT,12496000.0,0.0,0.0,0.0,0.0,0.0,0.0,12496000.0,12496000.0,7.03
72,Alex Mack ,C,8500000.0,2300000.0,0.0,0.0,0.0,250000.0,0.0,16150000.0,11050000.0,6.22
73,Robert Alford ,CB,9000000.0,600000.0,0.0,0.0,0.0,0.0,0.0,10800000.0,9600000.0,5.40
74,Mohamed Sanu ,WR,6125000.0,1400000.0,0.0,0.0,0.0,0.0,0.0,4200000.0,7525000.0,4.24
75,Ryan Schraeder ,RT,5000000.0,100000.0,218750.0,0.0,0.0,1200000.0,0.0,10100000.0,6518750.0,3.67
76,Andy Levitre ,G,3500000.0,0.0,812500.0,0.0,0.0,1375000.0,0.0,4875000.0,5687500.0,3.20
77,Devonta Freeman ,RB,2000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,14000000.0,5000000.0,2.81
78,Vic Beasley ,DE,705000.0,2200496.0,1706622.0,0.0,0.0,0.0,0.0,2905496.0,4612118.0,2.60
79,Levine Toilolo ,TE,3500000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,2000000.0,4500000.0,2.53
80,Matt Schaub ,QB,2750000.0,1250000.0,500000.0,0.0,0.0,0.0,0.0,1250000.0,4500000.0,2.53
81,Brooks Reed ,DE,1500000.0,940000.0,0.0,0.0,0.0,1500000.0,0.0,4880000.0,3940000.0,2.22
82,Derrick Shelby ,DT,1250000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,2000000.0,3250000.0,1.83
83,Jack Crawford ,DE,2250000.0,833333.0,68748.0,0.0,0.0,0.0,0.0,1666667.0,3152081.0,1.77
84,Brandon Fusco ,G,2250000.0,750000.0,0.0,0.0,0.0,0.0,0.0,4500000.0,3000000.0,1.69
85,Keanu Neal ,FS,1426150.0,1502299.0,0.0,0.0,0.0,0.0,0.0,6344973.0,2928449.0,1.65
86,Ricardo Allen ,SS,2914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914000.0,1.64
87,Ben Garland ,G,2914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914000.0,1.64
88,Matt Bosher ,P,2200000.0,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,2700000.0,1.52
89,Takkarist McKinley ,DE,929388.0,1392551.0,0.0,0.0,0.0,0.0,0.0,6500816.0,2321939.0,1.31
90,Grady Jarrett ,DT,1907000.0,61964.0,0.0,0.0,0.0,0.0,0.0,61964.0,1968964.0,1.11
91,Matt Bryant ,K,1100000.0,666666.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1766666.0,0.99
92,Justin Bethel ,CB,850000.0,400000.0,500000.0,0.0,0.0,0.0,0.0,400000.0,1750000.0,0.98
93,Deion Jones ,ILB,863240.0,376479.0,0.0,0.0,0.0,0.0,0.0,752961.0,1239719.0,0.70
94,Tevin Coleman ,RB,791628.0,186311.0,0.0,0.0,0.0,0.0,0.0,186311.0,977939.0,0.55
95,Ty Sambrailo ,LT,959447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959447.0,0.54
96,Josh Harris ,LS,805000.0,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,905000.0,0.51
97,Justin Hardy ,WR,705000.0,135206.0,0.0,0.0,0.0,0.0,0.0,135206.0,840206.0,0.47
98,Duke Riley ,LB,616500.0,222438.0,0.0,0.0,0.0,0.0,0.0,667314.0,838938.0,0.47
99,Austin Hooper ,TE,630000.0,193357.0,0.0,0.0,0.0,0.0,0.0,386714.0,823357.0,0.46
100,De'Vondre Campbell ,OLB,630000.0,141382.0,0.0,0.0,0.0,0.0,0.0,282764.0,771382.0,0.43
101,Logan Paulsen ,TE,915000.0,90000.0,0.0,0.0,0.0,0.0,0.0,200000.0,720000.0,0.41
102,Austin Pasztor ,T,790000.0,90000.0,0.0,0.0,0.0,0.0,0.0,90000.0,720000.0,0.41
103,Blidi Wreh-Wilson ,CB,790000.0,90000.0,0.0,0.0,0.0,0.0,0.0,90000.0,720000.0,0.41
104,Terrence Magee ,RT,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
105,Sean Harlow ,G,555000.0,138576.0,0.0,0.0,0.0,0.0,0.0,409873.0,693576.0,0.39
106,Wes Schweitzer ,G,630000.0,33095.0,0.0,0.0,0.0,0.0,0.0,66191.0,663095.0,0.37
107,Devin Fuller ,WR,630000.0,18446.0,0.0,0.0,0.0,0.0,0.0,36892.0,648446.0,0.36
108,Brian Poole ,S,630000.0,1168.0,0.0,0.0,0.0,0.0,0.0,1168.0,631168.0,0.36
109,Leon McFadden ,CB,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
110,Damontae Kazee ,CB,555000.0,72230.0,0.0,0.0,0.0,0.0,0.0,216690.0,627230.0,0.35
111,Eric Saubert ,TE,555000.0,56847.0,0.0,0.0,0.0,0.0,0.0,170541.0,611847.0,0.34
112,Jamil Douglas ,C,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
113,Garrett Grayson ,QB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
114,Marvin Hall ,WR,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
115,Martin Ifedi ,DE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
116,Marcelis Branch ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
117,Daniel Brunskill ,T,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
118,Deante Burton ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
119,Reggie Davis ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
120,Alex Gray ,TE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
121,Joey Ivie ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
122,J’terius Jones ,OLB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
123,Quincy Mauger ,S,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
124,Taniela Tupou ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
125,Kemal Ishmael ,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
127,Joe Flacco ,QB,12000000.0,8000000.0,0.0,4750000.0,0.0,0.0,0.0,28750000.0,24750000.0,13.94
128,Jimmy Smith ,CB,9000000.0,2600000.0,0.0,0.0,0.0,4075000.0,0.0,13350000.0,15675000.0,8.83
129,Brandon Williams ,DT,8500000.0,2500000.0,0.0,0.0,0.0,545000.0,0.0,20680000.0,11545000.0,6.50
130,Marshal Yanda ,G,7000000.0,1800000.0,0.0,0.0,0.0,1325220.0,0.0,4450442.0,10125220.0,5.70
131,Tony Jefferson ,SS,6000000.0,2500000.0,0.0,0.0,0.0,490000.0,0.0,14970000.0,8990000.0,5.06
132,C.J. Mosley ,ILB,8718000.0,0.0,0.0,0.0,0.0,0.0,0.0,8718000.0,8718000.0,4.91
133,Eric Weddle ,FS,6500000.0,1750000.0,0.0,0.0,0.0,0.0,0.0,3500000.0,8250000.0,4.65
134,Brandon Carr ,CB,4500000.0,1000000.0,1500000.0,0.0,0.0,0.0,0.0,4500000.0,7000000.0,3.94
135,Terrell Suggs ,OLB,4000000.0,2200000.0,0.0,0.0,0.0,750000.0,0.0,2950000.0,6950000.0,3.92
136,Ronnie Stanley ,T,2312212.0,3274423.0,0.0,0.0,0.0,0.0,0.0,12104379.0,5586635.0,3.15
137,Justin Tucker ,K,2950000.0,1500000.0,0.0,0.0,0.0,596666.0,0.0,4193334.0,5046666.0,2.84
138,John Brown ,WR,1000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,5000000.0,2.82
139,Sam Koch ,P,2750000.0,800000.0,0.0,0.0,0.0,0.0,0.0,1600000.0,3550000.0,2.00
140,Michael Crabtree ,WR,1000000.0,2333333.0,0.0,0.0,0.0,0.0,0.0,8000000.0,3333333.0,1.88
141,Breshad Perriman ,WR,1622090.0,1147785.0,0.0,0.0,0.0,0.0,0.0,1147785.0,2769875.0,1.56
142,Marlon Humphrey ,CB,1003522.0,1689087.0,0.0,0.0,0.0,0.0,0.0,9693392.0,2692609.0,1.52
143,James Hurst ,RT,1000000.0,1250000.0,0.0,0.0,0.0,0.0,0.0,6000000.0,2250000.0,1.27
144,Za'Darius Smith ,OLB,1907000.0,120788.0,0.0,0.0,0.0,0.0,0.0,1207881.0,2027788.0,1.14
145,Kamalei Correa ,ILB,972694.0,595388.0,0.0,0.0,0.0,0.0,0.0,1190779.0,1568082.0,0.88
146,Anthony Levine ,ILB,1400000.0,133333.0,0.0,0.0,0.0,0.0,0.0,266667.0,1533333.0,0.86
147,Albert McClellan ,OLB,1250000.0,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,1450000.0,0.82
148,Maxx Williams ,TE,987646.0,301863.0,0.0,0.0,0.0,0.0,0.0,301863.0,1289509.0,0.73
149,Tyus Bowser ,OLB,718437.0,548747.0,0.0,0.0,0.0,0.0,0.0,2364678.0,1267184.0,0.71
150,Morgan Cox ,LS,1000000.0,140000.0,0.0,0.0,0.0,0.0,0.0,420000.0,1140000.0,0.64
151,Brent Urban ,DE,1000000.0,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,1100000.0,0.62
152,Bronson Kaufusi ,DE,728000.0,211254.0,0.0,0.0,0.0,0.0,0.0,422508.0,939254.0,0.53
153,Carl Davis ,DT,720750.0,156271.0,0.0,0.0,0.0,0.0,0.0,156271.0,877021.0,0.49
154,Chris Wormley ,DT,626000.0,224660.0,0.0,0.0,0.0,0.0,0.0,673983.0,850660.0,0.48
155,Javorius Allen ,RB,705000.0,118618.0,0.0,0.0,0.0,0.0,0.0,118618.0,823618.0,0.46
156,Tim Williams ,OLB,595000.0,214170.0,0.0,0.0,0.0,0.0,0.0,642510.0,809170.0,0.46
157,Tavon Young ,CB,630000.0,151282.0,0.0,0.0,0.0,0.0,0.0,302566.0,781282.0,0.44
158,Chris Moore ,WR,630000.0,149090.0,0.0,0.0,0.0,0.0,0.0,298180.0,779090.0,0.44
159,Alex Lewis ,G,630000.0,122974.0,0.0,0.0,0.0,0.0,0.0,245949.0,752974.0,0.42
160,Nick Boyle ,TE,705000.0,41565.0,0.0,0.0,0.0,0.0,0.0,41565.0,746565.0,0.42
161,Darren Waller ,TE,705000.0,27774.0,0.0,0.0,0.0,0.0,0.0,27774.0,732774.0,0.41
162,Kenneth Dixon ,RB,630000.0,95848.0,0.0,0.0,0.0,0.0,0.0,0.0,725848.0,0.41
163,Willie Henry ,DT,630000.0,95848.0,0.0,0.0,0.0,0.0,0.0,191697.0,725848.0,0.41
164,Andrew Donnal ,RT,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
165,Robert Nelson ,CB,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
166,DeVier Posey ,WR,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
167,Matt Judon ,OLB,630000.0,63934.0,0.0,0.0,0.0,0.0,0.0,127868.0,693934.0,0.39
168,Maurice Canady ,CB,630000.0,25089.0,0.0,0.0,0.0,0.0,0.0,50178.0,655089.0,0.37
169,Nico Siragusa ,G,480000.0,157344.0,0.0,0.0,0.0,0.0,0.0,472035.0,637344.0,0.36
170,Stephane Nembot ,T,630000.0,4168.0,0.0,0.0,0.0,0.0,0.0,4168.0,634168.0,0.36
171,Michael Pierce ,DT,630000.0,3334.0,0.0,0.0,0.0,0.0,0.0,3334.0,633334.0,0.36
172,Alex Collins ,RB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
173,Patrick Onwuasor ,ILB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
174,Jermaine Eluemunor ,G,555000.0,66788.0,0.0,0.0,0.0,0.0,0.0,200367.0,621788.0,0.35
175,Chuck Clark ,S,555000.0,43701.0,0.0,0.0,0.0,0.0,0.0,131106.0,598701.0,0.34
176,Brandon Kublanow ,T,555000.0,2333.0,0.0,0.0,0.0,0.0,0.0,4667.0,557333.0,0.31
177,Patrick Ricard ,DT,555000.0,2166.0,0.0,0.0,0.0,0.0,0.0,4334.0,557166.0,0.31
178,Tim White ,WR,555000.0,2000.0,0.0,0.0,0.0,0.0,0.0,4000.0,557000.0,0.31
179,Bam Bradley ,ILB,555000.0,666.0,0.0,0.0,0.0,0.0,0.0,1334.0,555666.0,0.31
180,Quincy Adeboyejo ,WR,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
181,John Crockett ,RB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
182,Jaylen Hill ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
183,Maurquice Shakir ,G,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
184,Matt Skura ,C,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
185,Robertson Daniel ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
186,Bennett Jackson ,SS,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
187,Steven Moore ,T,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
188,Ricky Ortiz ,FB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
189,Josh Woodrum ,QB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
190,Robert Griffin III ,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
192,Jerry Hughes ,DE,6350000.0,1400000.0,1000000.0,1500000.0,150000.0,0.0,0.0,6800000.0,10400000.0,5.70
193,Charles Clay ,TE,4500000.0,2000000.0,0.0,0.0,0.0,2500000.0,0.0,9000000.0,9000000.0,4.94
194,LeSean McCoy ,RB,6075000.0,2625000.0,0.0,0.0,250000.0,0.0,0.0,5250000.0,8950000.0,4.91
195,Eric Wood ,C,5050000.0,2166666.0,250000.0,0.0,150000.0,1258334.0,0.0,10391668.0,8875000.0,4.87
196,Kelvin Benjamin ,WR,8459000.0,0.0,0.0,0.0,0.0,0.0,0.0,8459000.0,8459000.0,4.64
197,Micah Hyde ,SS,3700000.0,1600000.0,1000000.0,0.0,100000.0,0.0,400000.0,10600000.0,6800000.0,3.73
198,Star Lotulelei ,DT,3500000.0,2600000.0,500000.0,0.0,100000.0,0.0,0.0,18500000.0,6700000.0,3.68
199,Richie Incognito ,G,3650000.0,1150000.0,1000000.0,0.0,100000.0,0.0,0.0,1150000.0,5900000.0,3.24
200,Kyle Williams ,DT,2250000.0,2250000.0,500000.0,0.0,500000.0,0.0,0.0,2250000.0,5500000.0,3.02
201,Trent Murphy ,OLB,2625000.0,1750000.0,500000.0,0.0,100000.0,0.0,0.0,7875000.0,4975000.0,2.73
202,Vontae Davis ,CB,2250000.0,1500000.0,312500.0,0.0,250000.0,0.0,0.0,3500000.0,4312500.0,2.37
203,Jordan Poyer ,FS,2500000.0,875000.0,150000.0,0.0,100000.0,0.0,250000.0,5025000.0,3875000.0,2.13
204,Lorenzo Alexander ,OLB,2450000.0,550000.0,400000.0,0.0,0.0,0.0,200000.0,1850000.0,3600000.0,1.97
205,Steven Hauschka ,K,1750000.0,1000000.0,250000.0,0.0,0.0,0.0,0.0,2250000.0,3000000.0,1.65
206,A.J. McCarron ,QB,900000.0,2000000.0,0.0,0.0,100000.0,0.0,0.0,4900000.0,3000000.0,1.65
207,Shaq Lawson ,DE,1384452.0,1418904.0,0.0,0.0,0.0,0.0,0.0,6073942.0,2803356.0,1.54
208,Ryan Groy ,G,1500000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,1000000.0,2500000.0,1.37
209,Chris Ivory ,RB,1000000.0,750000.0,468750.0,0.0,250000.0,0.0,0.0,2500000.0,2468750.0,1.35
210,Tre'Davious White ,CB,923687.0,1369747.0,0.0,0.0,0.0,0.0,0.0,6415303.0,2293434.0,1.26
211,Jordan Mills ,RT,1500000.0,200000.0,450000.0,0.0,0.0,0.0,0.0,550000.0,2150000.0,1.18
212,Russell Bodine ,C,1150000.0,500000.0,275000.0,0.0,200000.0,0.0,0.0,2150000.0,2125000.0,1.17
213,John Miller ,G,1872000.0,170030.0,0.0,0.0,35000.0,0.0,0.0,170030.0,2077030.0,1.14
214,Patrick DiMarco ,FB,1500000.0,500000.0,0.0,0.0,50000.0,0.0,0.0,3000000.0,2050000.0,1.12
215,Andre Holmes ,WR,1000000.0,550000.0,150000.0,0.0,50000.0,0.0,0.0,1250000.0,1750000.0,0.96
216,Rafael Bush ,FS,1300000.0,300000.0,0.0,0.0,100000.0,0.0,0.0,600000.0,1700000.0,0.93
217,Zay Jones ,WR,773174.0,767696.0,0.0,0.0,0.0,0.0,0.0,3076264.0,1540870.0,0.85
218,Vladimir Ducasse ,G,1300000.0,83333.0,0.0,0.0,0.0,0.0,150000.0,166668.0,1533333.0,0.84
219,Marshall Newhouse ,RT,1000000.0,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,1500000.0,0.82
220,Julian Stanford ,OLB,1200000.0,175000.0,0.0,0.0,100000.0,0.0,0.0,550000.0,1475000.0,0.81
221,Colton Schmidt ,P,1150000.0,300000.0,0.0,0.0,0.0,0.0,0.0,300000.0,1450000.0,0.80
222,Dion Dawkins ,T,655147.0,295589.0,0.0,0.0,0.0,0.0,0.0,1541914.0,950736.0,0.52
223,Adolphus Washington ,DT,630000.0,188574.0,0.0,0.0,30000.0,0.0,0.0,377148.0,848574.0,0.47
224,Logan Thomas ,TE,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790000.0,0.43
225,Ramon Humber ,OLB,915000.0,60000.0,0.0,0.0,30000.0,0.0,0.0,60000.0,720000.0,0.39
226,Taiwan Jones ,RB,790000.0,45000.0,0.0,0.0,45000.0,0.0,0.0,0.0,720000.0,0.39
227,Kaelin Clay ,WR,630000.0,90000.0,0.0,0.0,0.0,0.0,0.0,90000.0,720000.0,0.39
228,Quan Bray ,WR,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.39
229,Khari Lee ,TE,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.39
230,Nick O'Leary ,TE,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.39
231,Travaris Cadet ,RB,790000.0,45000.0,0.0,0.0,0.0,0.0,0.0,45000.0,675000.0,0.37
232,Phillip Gaines ,CB,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
233,Kelcie McCray ,SS,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
234,Rod Streater ,WR,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
235,L.J. McCray ,SS,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
236,Marcus Murphy ,RB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
