,Active Players (66),Pos.,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
1140,Virgil Green ,TE,1000000.0,800000.0,0.0,0.0,0.0,0.0,0.0,5900000.0,1800000.0,1.04
1141,Michael Schofield ,RT,1000000.0,750000.0,0.0,0.0,0.0,0.0,0.0,2500000.0,1750000.0,1.01
1142,Caleb Sturgis ,K,1000000.0,500000.0,250000.0,0.0,0.0,0.0,0.0,1000000.0,1750000.0,1.01
1143,Hunter Henry ,TE,1030028.0,710055.0,0.0,0.0,0.0,0.0,0.0,1820910.0,1740083.0,1.01
1144,Chris Hairston ,LT,1500000.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,1525000.0,0.88
1145,Denzel Perryman ,ILB,1048836.0,433452.0,0.0,0.0,37500.0,0.0,0.0,433452.0,1519788.0,0.88
1146,Forrest Lamp ,G,768042.0,747167.0,0.0,0.0,0.0,0.0,0.0,3009544.0,1515209.0,0.88
1147,Nick Dzubnar ,ILB,705000.0,397500.0,0.0,0.0,25000.0,0.0,0.0,795000.0,1127500.0,0.65
1148,Mike Windt ,LS,915000.0,155000.0,0.0,0.0,0.0,0.0,0.0,465000.0,1070000.0,0.62
1149,Geno Smith ,QB,790000.0,200000.0,0.0,0.0,10000.0,0.0,0.0,200000.0,1000000.0,0.58
1150,Dan Feeney ,G,634000.0,231158.0,0.0,0.0,0.0,0.0,0.0,693474.0,865158.0,0.50
1151,Geremy Davis ,WR,705000.0,65000.0,0.0,0.0,0.0,0.0,0.0,65000.0,770000.0,0.45
1152,Darius Philon ,DE,705000.0,30149.0,0.0,0.0,0.0,0.0,0.0,30149.0,735149.0,0.43
1153,Rayshawn Jenkins ,S,555000.0,165552.0,0.0,0.0,0.0,0.0,0.0,496657.0,720552.0,0.42
1154,Craig Mager ,CB,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.41
1155,Hayes Pullard ,ILB,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.41
1156,Jatavis Brown ,ILB,630000.0,46096.0,0.0,0.0,0.0,0.0,0.0,92193.0,676096.0,0.39
1157,Drew Kaser ,P,630000.0,38456.0,0.0,0.0,0.0,0.0,0.0,76913.0,668456.0,0.39
1158,Derek Watt ,FB,630000.0,32420.0,0.0,0.0,0.0,0.0,0.0,64842.0,662420.0,0.38
1159,Kenneth Farrow ,RB,630000.0,1668.0,0.0,0.0,0.0,0.0,0.0,1668.0,631668.0,0.37
1160,Spencer Pulley ,C,630000.0,668.0,0.0,0.0,0.0,0.0,0.0,668.0,630668.0,0.36
1161,Cardale Jones ,QB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1162,Desmond King ,S,555000.0,69998.0,0.0,0.0,0.0,0.0,0.0,209994.0,624998.0,0.36
1163,Sam Tevi ,T,555000.0,40447.0,0.0,0.0,0.0,0.0,0.0,121344.0,595447.0,0.34
1164,Sean Culkin ,TE,555000.0,4000.0,0.0,0.0,0.0,0.0,0.0,8000.0,559000.0,0.32
1165,Austin Ekeler ,RB,555000.0,1666.0,0.0,0.0,0.0,0.0,0.0,3334.0,556666.0,0.32
1166,Roberto Aguayo ,K,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1167,Braedon Bowman ,TE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1168,Michael Davis ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1169,Russell Hansbrough ,RB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1170,Chris Landrum ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1171,James Onwualu ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1172,Isaac Rochell ,DT,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1173,Nick Rose ,K,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1174,Cole Toner ,G,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1175,Donavan Clark ,G,480000.0,21524.0,0.0,0.0,0.0,0.0,0.0,43048.0,501524.0,0.29
1176,Charmeachealle Moore ,OLB,480000.0,3333.0,0.0,0.0,0.0,0.0,0.0,6667.0,483333.0,0.28
1177,Brett Boyko ,G,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1178,A.J. Hendy ,S,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1179,Anthony Kukwa ,LS,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1180,Andre Patton ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1181,Jeff Richards ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1182,Whitney Richardson ,DE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1183,Artavis Scott ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1184,Adrian Phillips ,FS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1185,Mike Pouncey ,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1186,Jaylen Watkins ,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1188,Ndamukong Suh ,DT,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,14000000.0,7.68
1189,Andrew Whitworth ,LT,8000000.0,1666666.0,2500000.0,0.0,0.0,0.0,0.0,5833334.0,12166666.0,6.67
1190,LaMarcus Joyner ,FS,11287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11287000.0,6.19
1191,Aqib Talib ,CB,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,6.03
1192,Michael Brockers ,DT,5250000.0,750000.0,5000000.0,0.0,0.0,0.0,0.0,13250000.0,11000000.0,6.03
1193,Mark Barron ,ILB,7000000.0,1000000.0,2000000.0,0.0,0.0,0.0,0.0,5000000.0,10000000.0,5.49
1194,Brandin Cooks ,WR,8459000.0,0.0,0.0,0.0,0.0,0.0,0.0,8459000.0,8459000.0,4.64
1195,Robert Woods ,WR,5000000.0,0.0,3200019.0,0.0,0.0,0.0,0.0,8200019.0,8200019.0,4.50
1196,Rodger Saffold ,G,5375000.0,1000000.0,1500000.0,0.0,0.0,0.0,0.0,2000000.0,7875000.0,4.32
1197,Jared Goff ,QB,2989788.0,4629577.0,0.0,0.0,0.0,0.0,0.0,16508625.0,7619365.0,4.18
1198,Aaron Donald ,DT,6892000.0,0.0,0.0,0.0,0.0,0.0,0.0,6892000.0,6892000.0,3.78
1199,John Sullivan ,C,999999.0,1000000.0,4125000.0,0.0,0.0,0.0,250000.0,5249999.0,6374999.0,3.50
1200,Nickell Robey-Coleman ,CB,2125000.0,0.0,2984375.0,0.0,0.0,0.0,0.0,6625000.0,5109375.0,2.80
1201,Tavon Austin ,WR,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,5000000.0,2.74
1202,Todd Gurley ,RB,2319979.0,2078306.0,0.0,0.0,0.0,0.0,0.0,2078306.0,4398285.0,2.41
1203,Johnny Hekker ,P,2000000.0,646551.0,1000000.0,0.0,0.0,0.0,0.0,3131551.0,3646551.0,2.00
1204,Greg Zuerlein ,K,2050000.0,250000.0,250000.0,0.0,0.0,0.0,1000000.0,750000.0,3550000.0,1.95
1205,Ethan Westbrooks ,DE,1250000.0,250000.0,500000.0,0.0,0.0,0.0,225000.0,250000.0,2225000.0,1.22
1206,Jamon Brown ,RT,1907000.0,188704.0,0.0,0.0,0.0,0.0,0.0,188704.0,2095704.0,1.15
1207,Matt Longacre ,DE,1907000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907000.0,1.05
1208,Marcus Peters ,CB,1741931.0,0.0,0.0,0.0,0.0,0.0,0.0,1741931.0,1741931.0,0.96
1209,Gerald Everett ,TE,739749.0,633994.0,0.0,0.0,0.0,0.0,0.0,2641733.0,1373743.0,0.75
1210,Jake McQuaide ,LS,915000.0,0.0,385000.0,0.0,0.0,0.0,0.0,385000.0,1300000.0,0.71
1211,Rob Havenstein ,G,976367.0,286822.0,0.0,0.0,0.0,0.0,0.0,286822.0,1263189.0,0.69
1212,Sean Mannion ,QB,877778.0,156450.0,0.0,0.0,0.0,0.0,0.0,156450.0,1034228.0,0.57
1213,Sam Shields ,CB,915000.0,0.0,89999.0,0.0,0.0,0.0,0.0,0.0,1004999.0,0.55
1214,Cooper Kupp ,WR,640000.0,238690.0,0.0,0.0,0.0,0.0,0.0,716070.0,878690.0,0.48
1215,Dominique Easley ,DT,705000.0,0.0,145000.0,0.0,0.0,0.0,0.0,50000.0,850000.0,0.47
1216,Tyler Higbee ,TE,630000.0,145215.0,0.0,0.0,0.0,0.0,0.0,290430.0,775215.0,0.43
1217,John Johnson ,SS,584000.0,189438.0,0.0,0.0,0.0,0.0,0.0,568314.0,773438.0,0.42
1218,Pharoh Cooper ,WR,630000.0,138666.0,0.0,0.0,0.0,0.0,0.0,277334.0,768666.0,0.42
1219,Bryce Hager ,ILB,705000.0,18036.0,0.0,0.0,0.0,0.0,0.0,18036.0,723036.0,0.40
1220,Josh Reynolds ,WR,555000.0,162005.0,0.0,0.0,0.0,0.0,0.0,486016.0,717005.0,0.39
1221,Samson Ebukam ,OLB,555000.0,153270.0,0.0,0.0,0.0,0.0,0.0,459812.0,708270.0,0.39
1222,Isaiah Johnson ,FS,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.39
1223,Ramik Wilson ,ILB,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.39
1224,Temarrick Hemingway ,TE,630000.0,39896.0,0.0,0.0,0.0,0.0,0.0,79793.0,669896.0,0.37
1225,Mike Thomas ,WR,630000.0,29017.0,0.0,0.0,0.0,0.0,0.0,58036.0,659017.0,0.36
1226,Cory Littleton ,ILB,630000.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,635000.0,0.35
1227,Brandon Allen ,QB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1228,Austin Blythe ,C,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1229,Malcolm Brown ,RB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1230,Marqui Christian ,S,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1231,Blake Countess ,S,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1232,Morgan Fox ,OLB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1233,Troy Hill ,CB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1234,Carlos Thompson ,OLB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.35
1235,Tanzel Smart ,DT,555000.0,41195.0,0.0,0.0,0.0,0.0,0.0,123588.0,596195.0,0.33
1236,Justin Davis ,RB,555000.0,5000.0,0.0,0.0,0.0,0.0,0.0,10000.0,560000.0,0.31
1237,Sam Ficken ,K,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1238,Dominique Hatfield ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1239,Henry Krieger-Coble ,TE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1240,Aaron Neary ,T,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1241,Taurean Nixon ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1242,Kevin Peterson ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1243,Ejuan Price ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.30
1244,Lenard Tillery ,RB,480000.0,833.0,0.0,0.0,0.0,0.0,0.0,1667.0,480833.0,0.26
1245,Fred Brown ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1246,Omarius Bryant ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1247,Michael Dunn ,T,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1248,Jake Eldrenkamp ,G,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1249,Johnny Mundt ,TE,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1250,Sam Rogers ,FB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1251,Marcus Sayles ,CB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.26
1253,Ndamukong Suh ,DT,16985000.0,5100000.0,0.0,0.0,15000.0,4000000.0,0.0,22200000.0,26100000.0,14.98
1254,Robert Quinn ,OLB,10333301.0,0.0,1111111.0,0.0,0.0,0.0,0.0,1111111.0,11444412.0,6.57
1255,Andre Branch ,DE,7900000.0,2000000.0,0.0,0.0,100000.0,0.0,0.0,11900000.0,10000000.0,5.74
1256,Kenny Stills ,WR,7975000.0,1750000.0,0.0,0.0,25000.0,0.0,0.0,15225000.0,9750000.0,5.59
1257,Kiko Alonso ,OLB,7875000.0,1762500.0,0.0,0.0,25000.0,0.0,0.0,13162500.0,9662500.0,5.54
1258,Ja'Wuan James ,RT,9341000.0,0.0,0.0,0.0,0.0,0.0,0.0,9341000.0,9341000.0,5.36
1259,Ryan Tannehill ,QB,790000.0,2300000.0,0.0,0.0,25000.0,5561666.0,0.0,22075000.0,8676666.0,4.98
1260,Cameron Wake ,DE,8000000.0,500000.0,0.0,0.0,125000.0,0.0,0.0,3500000.0,8625000.0,4.95
1261,Josh Sitton ,G,1015000.0,0.0,5435000.0,0.0,50000.0,0.0,0.0,8450000.0,6500000.0,3.73
1262,Danny Amendola ,WR,2950000.0,0.0,3000000.0,0.0,50000.0,0.0,0.0,6000000.0,6000000.0,3.44
1263,Daniel Kilgore ,C,2525000.0,0.0,2800000.0,0.0,50000.0,0.0,0.0,4825000.0,5375000.0,3.08
1264,Albert Wilson ,WR,790000.0,1333333.0,2812500.0,0.0,50000.0,0.0,0.0,11800000.0,4985833.0,2.86
1265,Reshad Jones ,SS,970000.0,1840000.0,0.0,0.0,0.0,2101250.0,0.0,16735000.0,4911250.0,2.82
1266,DeVante Parker ,WR,1918165.0,1542553.0,0.0,0.0,0.0,0.0,0.0,3460718.0,3460718.0,1.99
1267,Laremy Tunsil ,LT,1582514.0,1815027.0,0.0,0.0,0.0,0.0,0.0,7361339.0,3397541.0,1.95
1268,T.J. McDonald ,FS,1550000.0,952000.0,0.0,0.0,50000.0,0.0,0.0,8998000.0,2552000.0,1.46
1269,Charles Harris ,DE,957897.0,1506589.0,0.0,0.0,0.0,0.0,0.0,6928458.0,2464486.0,1.41
1270,Bobby McCain ,CB,1907000.0,57072.0,0.0,0.0,0.0,0.0,0.0,57072.0,1964072.0,1.13
1271,Ted Larsen ,G,1500000.0,416666.0,0.0,0.0,25000.0,0.0,0.0,833334.0,1941666.0,1.11
1272,Xavien Howard ,CB,1007094.0,664189.0,0.0,0.0,0.0,0.0,0.0,1328378.0,1671283.0,0.96
1273,Stephone Anthony ,OLB,1087150.0,0.0,402176.0,0.0,0.0,0.0,0.0,0.0,1489326.0,0.85
1274,Jordan Phillips ,DT,1029942.0,358256.0,0.0,0.0,0.0,0.0,0.0,358256.0,1388198.0,0.80
1275,Walt Aikens ,FS,800000.0,0.0,500000.0,0.0,0.0,0.0,0.0,1300000.0,1300000.0,0.75
1276,MarQueis Gray ,TE,925000.0,100000.0,0.0,0.0,50000.0,0.0,0.0,100000.0,1075000.0,0.62
1277,Raekwon McMillan ,OLB,678524.0,389098.0,0.0,0.0,0.0,0.0,0.0,1845818.0,1067622.0,0.61
1278,Kenyan Drake ,RB,705000.0,205315.0,0.0,0.0,0.0,0.0,0.0,410630.0,910315.0,0.52
1279,Leonte Carroo ,WR,650000.0,175097.0,0.0,0.0,0.0,0.0,0.0,350194.0,825097.0,0.47
1280,Cordrea Tankersley ,CB,583000.0,176572.0,0.0,0.0,0.0,0.0,0.0,529716.0,759572.0,0.44
1281,Tony Lippett ,CB,705000.0,53691.0,0.0,0.0,0.0,0.0,0.0,53691.0,758691.0,0.44
1282,John Denney ,LS,1015000.0,90000.0,0.0,0.0,0.0,0.0,0.0,90000.0,720000.0,0.41
1283,Frank Gore ,RB,1015000.0,90000.0,0.0,0.0,0.0,0.0,0.0,90000.0,720000.0,0.41
1284,Brock Osweiler ,QB,790000.0,90000.0,0.0,0.0,0.0,0.0,0.0,720000.0,720000.0,0.41
1285,A.J. Derby ,TE,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
1286,David Fales ,QB,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
1287,Mike Hull ,ILB,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
1288,Jakeem Grant ,WR,630000.0,35095.0,0.0,0.0,0.0,0.0,0.0,70191.0,665095.0,0.38
1289,Jake Brendel ,C,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1290,Jordan Lucas ,S,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1291,Senorise Perry ,RB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1292,Rashawn Scott ,WR,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1293,Gabe Wright ,DT,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1294,Isaac Asiata ,G,555000.0,65198.0,0.0,0.0,0.0,0.0,0.0,195594.0,620198.0,0.36
1295,Davon Godchaux ,DT,555000.0,50484.0,0.0,0.0,0.0,0.0,0.0,151453.0,605484.0,0.35
1296,Vincent Taylor ,DT,555000.0,38603.0,0.0,0.0,0.0,0.0,0.0,115810.0,593603.0,0.34
1297,Chase Allen ,OLB,555000.0,3333.0,0.0,0.0,0.0,0.0,0.0,6667.0,558333.0,0.32
1298,Eric Smith ,T,555000.0,3333.0,0.0,0.0,0.0,0.0,0.0,6667.0,558333.0,0.32
1299,Maurice Smith ,S,555000.0,2833.0,0.0,0.0,0.0,0.0,0.0,5667.0,557833.0,0.32
1300,Torry McTyer ,CB,555000.0,2500.0,0.0,0.0,0.0,0.0,0.0,5000.0,557500.0,0.32
1301,Matt Haack ,P,555000.0,1333.0,0.0,0.0,0.0,0.0,0.0,2667.0,556333.0,0.32
1302,Jesse Davis ,T,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1303,Thomas Duarte ,TE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1304,Trae Elston ,S,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1305,Tracy Howard ,CB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1306,Cameron Malveaux ,DE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1307,De'Veon Smith ,RB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1308,Zach Sterup ,T,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1309,Jonathan Woodard ,DE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.32
1310,Isaiah Ford ,WR,480000.0,19575.0,0.0,0.0,0.0,0.0,0.0,58726.0,499575.0,0.29
1311,Travez Calhoun ,S,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1312,Sean Hickey ,T,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1313,Roubbens Joseph ,T,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1314,Malcolm Lewis ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1315,Drew Morgan ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1316,Francis Owusu ,WR,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1317,Brandon Radcliff ,RB,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.28
1318,William Hayes ,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1319,Sam Young ,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1321,Kirk Cousins ,QB,22500000.0,1000000.0,0.0,0.0,500000.0,0.0,0.0,82500000.0,24000000.0,13.61
1322,Xavier Rhodes ,CB,10400000.0,2400000.0,500000.0,0.0,100000.0,0.0,0.0,20000000.0,13400000.0,7.60
1323,Anthony Barr ,OLB,12306000.0,0.0,0.0,0.0,0.0,0.0,0.0,12306000.0,12306000.0,6.98
1324,Everson Griffen ,DE,3900000.0,1600000.0,6000000.0,0.0,100000.0,0.0,0.0,12700000.0,11600000.0,6.58
1325,Riley Reiff ,LT,9100000.0,2200000.0,0.0,0.0,100000.0,0.0,0.0,17900000.0,11400000.0,6.46
1326,Harrison Smith ,FS,7650000.0,2000000.0,0.0,0.0,350000.0,0.0,0.0,13650000.0,10000000.0,5.67
1327,Linval Joseph ,DT,1150000.0,1800000.0,5000000.0,0.0,100000.0,0.0,0.0,11515000.0,8050000.0,4.56
1328,Sheldon Richardson ,DT,5800000.0,2000000.0,0.0,0.0,200000.0,0.0,0.0,7800000.0,8000000.0,4.54
1329,Kyle Rudolph ,TE,6025000.0,1300000.0,250000.0,0.0,100000.0,0.0,0.0,1300000.0,7675000.0,4.35
1330,Latavius Murray ,RB,3650000.0,600000.0,250000.0,0.0,100000.0,0.0,600000.0,4850000.0,5200000.0,2.95
1331,Adam Thielen ,WR,3850000.0,1000000.0,100000.0,0.0,50000.0,0.0,0.0,5850000.0,5000000.0,2.83
1332,Mike Remmers ,RT,3900000.0,600000.0,0.0,0.0,100000.0,0.0,0.0,5500000.0,4600000.0,2.61
1333,Trae Waynes ,CB,2200142.0,1918521.0,0.0,0.0,0.0,0.0,0.0,4118663.0,4118663.0,2.34
1334,Andrew Sendejo ,SS,3450000.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,3500000.0,1.98
1335,Brian Robison ,DE,3200000.0,0.0,187500.0,0.0,100000.0,0.0,0.0,1250000.0,3487500.0,1.98
1336,Nick Easton ,C,2914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914000.0,1.65
1337,Laquon Treadwell ,WR,1353180.0,1356359.0,0.0,0.0,0.0,0.0,0.0,5870671.0,2709539.0,1.54
1338,Danielle Hunter ,DE,1907000.0,156806.0,0.0,0.0,0.0,0.0,0.0,156806.0,2063806.0,1.17
1339,Stefon Diggs ,WR,1907000.0,56929.0,0.0,0.0,0.0,0.0,0.0,56929.0,1963929.0,1.11
1340,Trevor Siemian ,QB,1907000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907000.0,1.08
1341,Eric Kendricks ,ILB,1138080.0,502440.0,0.0,0.0,0.0,0.0,0.0,502440.0,1640520.0,0.93
1342,Dalvin Cook ,RB,753788.0,690151.0,0.0,0.0,0.0,0.0,0.0,2824244.0,1443939.0,0.82
1343,Marcus Sherels ,CB,1050000.0,250000.0,0.0,0.0,100000.0,0.0,0.0,500000.0,1400000.0,0.79
1344,Mackensie Alexander ,CB,842391.0,334783.0,0.0,0.0,0.0,0.0,0.0,669566.0,1177174.0,0.67
1345,Kendall Wright ,WR,800000.0,100000.0,0.0,0.0,100000.0,0.0,0.0,400000.0,1000000.0,0.57
1346,Kevin McDermott ,LS,790000.0,100000.0,25000.0,0.0,10000.0,0.0,0.0,300000.0,925000.0,0.52
1347,Tom Compton ,T,800000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,250000.0,900000.0,0.51
1348,Pat Elflein ,C,637000.0,234210.0,0.0,0.0,0.0,0.0,0.0,702630.0,871210.0,0.49
1349,Ryan Quigley ,P,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790000.0,0.45
1350,Jaleel Johnson ,DT,555000.0,169588.0,0.0,0.0,0.0,0.0,0.0,508767.0,724588.0,0.41
1351,Ben Gedeon ,ILB,555000.0,158286.0,0.0,0.0,0.0,0.0,0.0,474861.0,713286.0,0.40
1352,Blake Bell ,TE,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
1353,Anthony Harris ,SS,705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705000.0,0.40
1354,Kentrell Brothers ,OLB,630000.0,58170.0,0.0,0.0,0.0,0.0,0.0,116340.0,688170.0,0.39
1355,David Morgan ,TE,630000.0,33864.0,0.0,0.0,0.0,0.0,0.0,67728.0,663864.0,0.38
1356,Jayron Kearse ,S,630000.0,16056.0,0.0,0.0,0.0,0.0,0.0,32112.0,646056.0,0.37
1357,Kai Forbath ,K,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1358,Josh Andrews ,C,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1359,Mack Brown ,RB,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1360,Rashod Hill ,T,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1361,Stephen Weatherly ,DE,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.36
1362,Danny Isidora ,G,555000.0,50484.0,0.0,0.0,0.0,0.0,0.0,151453.0,605484.0,0.34
1363,Stacy Coley ,WR,555000.0,24170.0,0.0,0.0,0.0,0.0,0.0,72510.0,579170.0,0.33
1364,Dieugot Joseph ,T,570000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570000.0,0.32
1365,Tashawn Bower ,DE,555000.0,5000.0,0.0,0.0,0.0,0.0,0.0,10000.0,560000.0,0.32
1366,Aviante Collins ,T,555000.0,5000.0,0.0,0.0,0.0,0.0,0.0,10000.0,560000.0,0.32
1367,Eric Wilson ,OLB,555000.0,3333.0,0.0,0.0,0.0,0.0,0.0,6667.0,558333.0,0.32
1368,Reshard Cliett ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1369,Cornelius Edison ,C,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1370,C.J. Ham ,RB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1371,Caushaud Lyons ,DE,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1372,Kyle Sloter ,QB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1373,Antwione Williams ,OLB,555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.31
1374,Dylan Bradley ,DT,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,0.27
